changedtweet,actual sentiment,SVM1 sentiment,DT1 sentiment
heres thought nuke nuclear winter worry global warming,0,0,-1
rt hi chelsea ic ur iq still hovering around single digits well continue enjoy watching uamp global warming sno,0,0,-1
watch get climate change lessons,0,1,1
rt dear al gore looking forward global warming unfortunately us damn cold,0,-1,-1
wow wow finally climate change evil wake up good,0,-1,-1
rt humid clammy someone stop global warming omg,0,0,0
rt ironic climate change making great protesting weather,0,0,-1
whats plan combatting climate change right,0,0,0
rt global warming real club penguin shut,0,0,0
lots global warming going right,0,0,-1
global warming blamed refugee madness,0,0,0
believe climate change,0,0,0
rt studies show climate change denial something originated really fringe rap song,0,0,1
thank global warming,0,0,0
rt worried climate changerigggghtt,0,-1,0
remember mlk ever talking manmade global warming,0,-1,-1
rt number times climate change mentioned,0,0,0
rt girls reason global warming,0,0,0
equation global warming,0,0,0
rt american revolution postponed due global warming,0,0,-1
global warming helps remedy bit seasonal depression kills us all ill allow,0,0,0
better chance warm day bc global warming stuff,0,0,0
rt appears taken heinously antisemitic tweet climate change denial cuz deleting,0,0,0
rt unbelievable club penguin shutting yet people still deny impact climate change planet,0,0,0
rt wereldwijd veel meer windmolens minder global warming minder zeespiegelstijging minder windmolens op zee,0,0,0
rt hurricanesrains natural disasters god see colour some people might embrace global warming god,0,0,0
rt sick gloria steinem says allowing human child born instead murdering cause global warming,0,0,0
rt icebergs parents melted fights global warming ispeakpython via reddit,0,0,0
rt give example subject matter one vlogs would example vlog global warming cri,0,-1,0
dr bryan fischer climate change extraordinaire,0,0,0
ryan zinke interior secretary nominee tells democrats climate change real climate,0,0,-1
me foot read physicists barf climate change you questionable porkchop stop,0,0,0
rt calculations correct and are nuclear winter cancel global warming earth reset p,0,0,0
bitch might global warming anything say it yall find machine,0,0,0
hahaha maka lagot nagpa check ko either sa climate change daw anxiety,0,0,0
global warming hoax chinese government,0,-1,-1
it america beat global warming,0,-1,0
rt left trumps inauguration right everyone want die global warming andor nuclear war,0,0,1
read story mention climate change,0,0,-1
rt dramatic kyungsoos smile light whole town stop global warming bright anyones day cur,0,0,0
global warming,0,0,0
charlie clark talks uber climate change fentanyl mayors meeting trudeau,0,0,0
rt parents clearly know everything global warming tag friend uses emoji know whats up,0,0,-1
climate change crazy,0,-1,0
bitterly cold texas too must global warming reckon,0,-1,1
blajar itu pake buku buku itu dari kertas kertas dari kayu mari kita dukung anti global warming dengan tidak blajar menggunakan bukuhehe,0,0,0
chautauqua discussion climate change csis expert,0,0,0
rt shit suffering global warming,0,0,0
bridge heroin really global warming im shook,0,0,0
rt supposed mild winter ice lake conroe area much global warming stay safe,0,-1,0
narratives global warming uncanny turner contemporary,0,0,0
asked chance glass water said omg freaking liberal know global warming making us run water,0,0,-1
rt heres need know leonardo dicaprios climate change film,0,0,0
rt read entire position statement climate change,0,0,1
rt expect us care global warming penguin penguin crime,0,0,0
rt dryspell ikipitisha months ni climate change,0,0,1
dituduh trump membuat hoax global warming china berang http,0,0,0
imagine global warming stuff,0,0,0
rt american airlines flight sent hospital yesterday due bazaar turbulence associated global warming https,0,0,-1
rt il concetto del global warming stato creato dai cinesi modo tale che lindustria manifatturiera usa non fosse competit,0,0,0
zach believe global warming lolol okay,0,0,-1
sheet summer feels august na diba anu climate change nkklk,0,0,0
give hot head call global warming,0,0,0
rt obamas decisive action toward climate change cut oil imports subtitute imports domestic,0,0,0
im sure climate change tour high agenda anyway,0,-1,0
dissimilar climate change turn northern hemisphere,0,0,0
rt excuse me sir minute talk global warming,0,0,0
rt affordable care act legalization samesex marriage recovery act paris agreement climate change,0,0,0
two scripted disasters never gained much climate change find best answer cybercrime,0,0,0
rt ivanka head review us climate change policy,0,0,0
made meme months ago saving climate change sea level rise moment looks,0,0,-1
want live texas every season global warming,0,0,0
rt presidentelect trump selected myron ebell climate change skeptic lead environmental protection agency transi,0,0,0
rt global warming real club penguin shut down,0,0,0
prolly believes climate change,0,0,-1
climate change global warming,0,0,0
rt sana angrily shooting free throws humble hot enough fuel climate change receipts,0,0,1
rt fun website u want men monster energy logo pic telling u climate change fake,0,0,-1
rt major causes global warming,0,0,0
climate change guess mine hurts like bitch,0,0,0
climate change p,0,0,0
driving global warming womens shirts online shopping,0,0,0
global warming o,0,0,0
rt rolling back regulations address climate change lowest level agreement amp highest level disagreement,0,0,1
modest proposal fight climate change start leonardo dicaprios private jet lifestyle via,0,0,1
rt least climate change bring icebergs kitesurf like badass,0,0,0
correlated nimbys state legislation climate change aesthetic usda revive,0,0,0
rt lots talk climate change contributor brings good points trump paris climate change https,0,0,0
groundhog hollywood construct used teach young snowflakes climate change healthy school lunch,0,-1,-1
rt test nice day hot summer global warming,0,0,0
rt lukaku learnt zlatan score irrelevant goals open hand like found solution global warming,0,0,0
people worried global warming cant spell grody chillage without ice age,0,-1,0
rt possibility rational approach combatting global warming,0,0,0
rt hope soon weigh amp explain plausibly linked climate change amp sola,0,1,0
rt released album called climate change released global warming really makes u think,0,0,0
climate change,0,0,0
quite twat magnet ever tweet climate change nobbers really mind para,0,0,0
global warming hellhahahaha,0,0,0
hope people finally learn difference global warming climate change,0,-1,0
comes climate change hoomans worth saving,0,0,0
hell global warming promised,0,-1,-1
rt attention climate change hasnt changed attention american interests has,0,-1,-1
im hearing rumours climate change lie im thinking throwing cans window instead,0,0,1
rt ok mr expert everything believe climate change hoax,0,-1,1
retweeted oxfam scotland response question climate change targets first minister,0,0,0
rt bebe dumadagdag ka sa global warming sobrang hot mo be heaven athubr,0,0,0
would like thank everyone contributed climate change,0,0,0
bannon i guess global warming real,0,0,0
exxon scientists original research climate change,0,0,0
harry journaling dangers global warming,0,0,0
